time,_geo,geo,value,UNIT,_UNIT,EGROUP,_EGROUP,POSITION,_POSITION,sex,_sex
2021,AT,Austria,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,AT,Austria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,AT,Austria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,AT,Austria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,AT,Austria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,AT,Austria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,AT,Austria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,BA,Bosnia and Herzegovina,28.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,BA,Bosnia and Herzegovina,25,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,BA,Bosnia and Herzegovina,71.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,BA,Bosnia and Herzegovina,75,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,BA,Bosnia and Herzegovina,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,BA,Bosnia and Herzegovina,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,BA,Bosnia and Herzegovina,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,BA,Bosnia and Herzegovina,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,BE,Belgium,22.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,BE,Belgium,32.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,BE,Belgium,33.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,BE,Belgium,77.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,BE,Belgium,67.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,BE,Belgium,66.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,BE,Belgium,16.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,BE,Belgium,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,BE,Belgium,66.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,BE,Belgium,83.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,BE,Belgium,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,BE,Belgium,33.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,BG,Bulgaria,51.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,BG,Bulgaria,55.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,BG,Bulgaria,55.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,BG,Bulgaria,48.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,BG,Bulgaria,44.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,BG,Bulgaria,44.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,BG,Bulgaria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,BG,Bulgaria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,BG,Bulgaria,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,BG,Bulgaria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,BG,Bulgaria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,BG,Bulgaria,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,CY,Cyprus,20,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,CY,Cyprus,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,CY,Cyprus,80,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,CY,Cyprus,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,CY,Cyprus,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,CY,Cyprus,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,CY,Cyprus,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,CY,Cyprus,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,CZ,Czech Republic,23.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,CZ,Czech Republic,35.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,CZ,Czech Republic,35.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,CZ,Czech Republic,76.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,CZ,Czech Republic,64.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,CZ,Czech Republic,64.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,CZ,Czech Republic,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,CZ,Czech Republic,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,CZ,Czech Republic,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,CZ,Czech Republic,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,CZ,Czech Republic,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,CZ,Czech Republic,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,DE,Germany,16.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,DE,Germany,16.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,DE,Germany,27.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,DE,Germany,83.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,DE,Germany,83.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,DE,Germany,72.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,DE,Germany,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,DE,Germany,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,DE,Germany,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,DE,Germany,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,DE,Germany,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,DE,Germany,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,DK,Denmark,28.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,DK,Denmark,28.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,DK,Denmark,33.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,DK,Denmark,71.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,DK,Denmark,71.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,DK,Denmark,66.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,DK,Denmark,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,DK,Denmark,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,DK,Denmark,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,DK,Denmark,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,DK,Denmark,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,DK,Denmark,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,EEA,EEA countries (non-EU),57.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,EEA,EEA countries (non-EU),57.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,EEA,EEA countries (non-EU),42.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,EEA,EEA countries (non-EU),42.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,EEA,EEA countries (non-EU),100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,EEA,EEA countries (non-EU),100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,EEA,EEA countries (non-EU),0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,EEA,EEA countries (non-EU),0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,EE,Estonia,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,EE,Estonia,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,EE,Estonia,16.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,EE,Estonia,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,EE,Estonia,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,EE,Estonia,83.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,EE,Estonia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,EE,Estonia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,EE,Estonia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,EE,Estonia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,EE,Estonia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,EE,Estonia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,EL,Greece,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,EL,Greece,11.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,EL,Greece,22.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,EL,Greece,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,EL,Greece,88.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,EL,Greece,77.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,EL,Greece,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,EL,Greece,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,EL,Greece,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,EL,Greece,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,EL,Greece,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,EL,Greece,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,ES,Spain,11.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,ES,Spain,12.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,ES,Spain,15.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,ES,Spain,88.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,ES,Spain,87.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,ES,Spain,84.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,ES,Spain,11.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,ES,Spain,11.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,ES,Spain,11.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,ES,Spain,88.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,ES,Spain,88.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,ES,Spain,88.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,EU27_2020,European Union - 27 countries (from 2020),20,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,EU27_2020,European Union - 27 countries (from 2020),22.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,EU27_2020,European Union - 27 countries (from 2020),24.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,EU27_2020,European Union - 27 countries (from 2020),80,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,EU27_2020,European Union - 27 countries (from 2020),77.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,EU27_2020,European Union - 27 countries (from 2020),75.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,EU27_2020,European Union - 27 countries (from 2020),15.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,EU27_2020,European Union - 27 countries (from 2020),14.8,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,EU27_2020,European Union - 27 countries (from 2020),24.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,EU27_2020,European Union - 27 countries (from 2020),84.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,EU27_2020,European Union - 27 countries (from 2020),85.2,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,EU27_2020,European Union - 27 countries (from 2020),75.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,EU28,European Union - 28 countries (1993-2020),21.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,EU28,European Union - 28 countries (1993-2020),25.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,EU28,European Union - 28 countries (1993-2020),26.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,EU28,European Union - 28 countries (1993-2020),78.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,EU28,European Union - 28 countries (1993-2020),74.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,EU28,European Union - 28 countries (1993-2020),73.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,EU28,European Union - 28 countries (1993-2020),15.5,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,EU28,European Union - 28 countries (1993-2020),15.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,EU28,European Union - 28 countries (1993-2020),27.1,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,EU28,European Union - 28 countries (1993-2020),84.5,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,EU28,European Union - 28 countries (1993-2020),84.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,EU28,European Union - 28 countries (1993-2020),72.9,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,FI,Finland,30.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,FI,Finland,36.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,FI,Finland,31.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,FI,Finland,69.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,FI,Finland,63.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,FI,Finland,68.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,FI,Finland,25,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,FI,Finland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,FI,Finland,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,FI,Finland,75,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,FI,Finland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,FI,Finland,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,FR,France,21.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,FR,France,14.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,FR,France,14.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,FR,France,78.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,FR,France,85.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,FR,France,85.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,FR,France,16.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,FR,France,16.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,FR,France,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,FR,France,83.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,FR,France,83.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,FR,France,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,HR,Croatia,10.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,HR,Croatia,15.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,HR,Croatia,11.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,HR,Croatia,89.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,HR,Croatia,84.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,HR,Croatia,88.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,HR,Croatia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,HR,Croatia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,HR,Croatia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,HR,Croatia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,HR,Croatia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,HR,Croatia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,HU,Hungary,9.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,HU,Hungary,12.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,HU,Hungary,11.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,HU,Hungary,90.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,HU,Hungary,87.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,HU,Hungary,88.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,HU,Hungary,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,HU,Hungary,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,HU,Hungary,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,HU,Hungary,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,HU,Hungary,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,HU,Hungary,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,IE,Ireland,34.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,IE,Ireland,40.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,IE,Ireland,50,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,IE,Ireland,65.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IE,Ireland,59.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IE,Ireland,50,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,IE,Ireland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IE,Ireland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IE,Ireland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,IE,Ireland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IE,Ireland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IE,Ireland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,13.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,12.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,86.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,87.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
